0,1,2,3,4
1.255,1.307,1.247,1.269,1.421
1.307,1.247,1.269,1.421,1.42
1.247,1.269,1.421,1.42,1.492
1.269,1.421,1.42,1.492,1.488
1.421,1.42,1.492,1.488,1.608
1.42,1.492,1.488,1.608,1.488
1.492,1.488,1.608,1.488,1.51
1.488,1.608,1.488,1.51,1.491
1.608,1.488,1.51,1.491,1.487
1.488,1.51,1.491,1.487,1.513
1.51,1.491,1.487,1.513,1.461
1.491,1.487,1.513,1.461,1.434
1.487,1.513,1.461,1.434,1.362
1.513,1.461,1.434,1.362,1.469
1.461,1.434,1.362,1.469,1.424
1.434,1.362,1.469,1.424,1.027
1.362,1.469,1.424,1.027,0.88
1.469,1.424,1.027,0.88,1.442
1.424,1.027,0.88,1.442,1.061
1.027,0.88,1.442,1.061,0.776
0.88,1.442,1.061,0.776,0.886
1.442,1.061,0.776,0.886,0.861
1.061,0.776,0.886,0.861,0.711
0.776,0.886,0.861,0.711,0.904
0.886,0.861,0.711,0.904,0.781
0.861,0.711,0.904,0.781,0.634
0.711,0.904,0.781,0.634,0.67
0.904,0.781,0.634,0.67,0.724
0.781,0.634,0.67,0.724,0.76
0.634,0.67,0.724,0.76,0.876
0.67,0.724,0.76,0.876,0.715
0.724,0.76,0.876,0.715,0.846
0.76,0.876,0.715,0.846,0.783
0.876,0.715,0.846,0.783,0.791
0.715,0.846,0.783,0.791,0.804
0.846,0.783,0.791,0.804,0.876
0.783,0.791,0.804,0.876,0.826
0.791,0.804,0.876,0.826,0.853
0.804,0.876,0.826,0.853,0.874
0.876,0.826,0.853,0.874,0.978
0.826,0.853,0.874,0.978,0.637
0.853,0.874,0.978,0.637,1.0
0.874,0.978,0.637,1.0,1.007
0.978,0.637,1.0,1.007,1.116
0.637,1.0,1.007,1.116,1.055
1.0,1.007,1.116,1.055,0.997
1.007,1.116,1.055,0.997,0.996
1.116,1.055,0.997,0.996,0.918
1.055,0.997,0.996,0.918,0.945
0.997,0.996,0.918,0.945,0.892
0.996,0.918,0.945,0.892,0.905
0.918,0.945,0.892,0.905,0.955
0.945,0.892,0.905,0.955,0.909
0.892,0.905,0.955,0.909,0.983
0.905,0.955,0.909,0.983,0.978
0.955,0.909,0.983,0.978,0.969
0.909,0.983,0.978,0.969,0.924
0.983,0.978,0.969,0.924,0.972
0.978,0.969,0.924,0.972,0.987
0.969,0.924,0.972,0.987,0.998
0.924,0.972,0.987,0.998,1.027
0.972,0.987,0.998,1.027,0.979
0.987,0.998,1.027,0.979,1.075
0.998,1.027,0.979,1.075,1.022
1.027,0.979,1.075,1.022,1.178
0.979,1.075,1.022,1.178,1.175
1.075,1.022,1.178,1.175,1.209
0.707,0.745,0.738,0.771,0.75
0.745,0.738,0.771,0.75,0.769
0.738,0.771,0.75,0.769,0.63
0.771,0.75,0.769,0.63,0.734
0.75,0.769,0.63,0.734,1.05
0.769,0.63,0.734,1.05,0.759
0.63,0.734,1.05,0.759,0.8
0.734,1.05,0.759,0.8,0.729
1.05,0.759,0.8,0.729,0.855
0.759,0.8,0.729,0.855,0.868
0.8,0.729,0.855,0.868,0.907
0.729,0.855,0.868,0.907,0.85
0.855,0.868,0.907,0.85,0.822
0.868,0.907,0.85,0.822,0.88
0.907,0.85,0.822,0.88,0.848
0.85,0.822,0.88,0.848,0.87
0.822,0.88,0.848,0.87,0.872
0.88,0.848,0.87,0.872,0.896
0.848,0.87,0.872,0.896,0.891
0.87,0.872,0.896,0.891,0.913
0.872,0.896,0.891,0.913,0.936
0.896,0.891,0.913,0.936,0.945
0.891,0.913,0.936,0.945,1.392
0.913,0.936,0.945,1.392,1.379
0.936,0.945,1.392,1.379,1.376
0.945,1.392,1.379,1.376,1.39
1.392,1.379,1.376,1.39,1.446
1.379,1.376,1.39,1.446,1.458
1.376,1.39,1.446,1.458,1.29
1.39,1.446,1.458,1.29,1.392
1.446,1.458,1.29,1.392,0.628
1.458,1.29,1.392,0.628,0.605
1.29,1.392,0.628,0.605,0.596
1.392,0.628,0.605,0.596,0.63
0.628,0.605,0.596,0.63,0.687
0.605,0.596,0.63,0.687,0.68
0.596,0.63,0.687,0.68,0.689
0.63,0.687,0.68,0.689,0.705
0.687,0.68,0.689,0.705,0.703
0.68,0.689,0.705,0.703,0.708
0.689,0.705,0.703,0.708,0.725
0.705,0.703,0.708,0.725,0.69
0.703,0.708,0.725,0.69,0.704
0.708,0.725,0.69,0.704,0.682
0.725,0.69,0.704,0.682,0.671
0.69,0.704,0.682,0.671,0.66
0.704,0.682,0.671,0.66,0.659
0.682,0.671,0.66,0.659,0.666
0.671,0.66,0.659,0.666,0.652
0.66,0.659,0.666,0.652,0.604
0.659,0.666,0.652,0.604,0.621
0.666,0.652,0.604,0.621,0.579
0.652,0.604,0.621,0.579,0.587
0.604,0.621,0.579,0.587,0.667
0.621,0.579,0.587,0.667,0.759
0.579,0.587,0.667,0.759,0.62
0.587,0.667,0.759,0.62,0.656
0.667,0.759,0.62,0.656,0.775
0.759,0.62,0.656,0.775,0.744
0.62,0.656,0.775,0.744,0.727
0.656,0.775,0.744,0.727,0.662
0.775,0.744,0.727,0.662,0.849
0.744,0.727,0.662,0.849,0.846
0.727,0.662,0.849,0.846,0.868
0.662,0.849,0.846,0.868,0.863
0.849,0.846,0.868,0.863,0.868
0.846,0.868,0.863,0.868,0.861
0.868,0.863,0.868,0.861,0.884
0.863,0.868,0.861,0.884,0.804
0.868,0.861,0.884,0.804,0.933
0.861,0.884,0.804,0.933,0.939
0.884,0.804,0.933,0.939,0.957
0.804,0.933,0.939,0.957,1.002
0.933,0.939,0.957,1.002,1.026
0.939,0.957,1.002,1.026,1.034
0.957,1.002,1.026,1.034,1.073
1.002,1.026,1.034,1.073,1.084
1.026,1.034,1.073,1.084,1.141
1.034,1.073,1.084,1.141,1.189
1.073,1.084,1.141,1.189,1.214
1.084,1.141,1.189,1.214,1.238
1.141,1.189,1.214,1.238,1.219
1.189,1.214,1.238,1.219,1.206
1.214,1.238,1.219,1.206,1.255
1.238,1.219,1.206,1.255,1.173
1.219,1.206,1.255,1.173,1.238
1.206,1.255,1.173,1.238,1.223
1.255,1.173,1.238,1.223,1.376
1.173,1.238,1.223,1.376,1.325
1.238,1.223,1.376,1.325,1.438
1.223,1.376,1.325,1.438,1.482
1.376,1.325,1.438,1.482,1.203
1.325,1.438,1.482,1.203,1.488
1.438,1.482,1.203,1.488,1.123
1.482,1.203,1.488,1.123,1.502
1.203,1.488,1.123,1.502,1.476
1.488,1.123,1.502,1.476,1.463
1.123,1.502,1.476,1.463,1.507
1.502,1.476,1.463,1.507,1.492
1.476,1.463,1.507,1.492,1.395
1.463,1.507,1.492,1.395,1.49
1.507,1.492,1.395,1.49,1.796
1.492,1.395,1.49,1.796,1.422
1.395,1.49,1.796,1.422,1.416
1.49,1.796,1.422,1.416,1.111
1.796,1.422,1.416,1.111,1.192
1.422,1.416,1.111,1.192,0.809
1.416,1.111,1.192,0.809,0.864
1.111,1.192,0.809,0.864,0.695
1.192,0.809,0.864,0.695,0.873
0.809,0.864,0.695,0.873,0.665
0.864,0.695,0.873,0.665,0.689
0.695,0.873,0.665,0.689,0.766
0.873,0.665,0.689,0.766,0.366
0.665,0.689,0.766,0.366,0.745
0.689,0.766,0.366,0.745,0.793
0.766,0.366,0.745,0.793,0.809
0.366,0.745,0.793,0.809,0.821
0.745,0.793,0.809,0.821,0.833
0.793,0.809,0.821,0.833,0.822
0.809,0.821,0.833,0.822,0.988
0.821,0.833,0.822,0.988,0.932
0.833,0.822,0.988,0.932,0.989
0.822,0.988,0.932,0.989,2.317
0.988,0.932,0.989,2.317,0.987
0.932,0.989,2.317,0.987,0.984
0.989,2.317,0.987,0.984,0.884
2.317,0.987,0.984,0.884,0.946
0.987,0.984,0.884,0.946,0.926
0.984,0.884,0.946,0.926,0.871
0.884,0.946,0.926,0.871,0.94
0.946,0.926,0.871,0.94,0.983
0.926,0.871,0.94,0.983,0.943
0.871,0.94,0.983,0.943,0.921
0.94,0.983,0.943,0.921,0.968
0.983,0.943,0.921,0.968,0.937
0.943,0.921,0.968,0.937,0.921
0.921,0.968,0.937,0.921,0.97
0.968,0.937,0.921,0.97,0.947
0.937,0.921,0.97,0.947,0.979
0.921,0.97,0.947,0.979,1.024
0.97,0.947,0.979,1.024,1.059
0.947,0.979,1.024,1.059,1.065
0.979,1.024,1.059,1.065,1.152
1.024,1.059,1.065,1.152,1.121
1.059,1.065,1.152,1.121,1.193
1.065,1.152,1.121,1.193,1.202
0.945,0.984,0.979,1.05,1.04
0.984,0.979,1.05,1.04,1.032
0.979,1.05,1.04,1.032,1.093
1.05,1.04,1.032,1.093,1.187
1.04,1.032,1.093,1.187,1.095
1.032,1.093,1.187,1.095,1.239
1.093,1.187,1.095,1.239,1.211
1.187,1.095,1.239,1.211,1.31
1.095,1.239,1.211,1.31,1.363
1.239,1.211,1.31,1.363,1.367
1.211,1.31,1.363,1.367,1.361
1.31,1.363,1.367,1.361,1.404
1.363,1.367,1.361,1.404,1.446
1.367,1.361,1.404,1.446,1.458
1.361,1.404,1.446,1.458,1.245
1.404,1.446,1.458,1.245,1.245
1.446,1.458,1.245,1.245,1.384
1.458,1.245,1.245,1.384,0.741
1.245,1.245,1.384,0.741,0.627
1.245,1.384,0.741,0.627,0.684
1.384,0.741,0.627,0.684,0.748
0.741,0.627,0.684,0.748,0.599
0.627,0.684,0.748,0.599,0.687
0.684,0.748,0.599,0.687,0.7
0.748,0.599,0.687,0.7,0.701
0.599,0.687,0.7,0.701,0.704
0.687,0.7,0.701,0.704,0.702
0.7,0.701,0.704,0.702,0.682
0.701,0.704,0.702,0.682,0.691
0.704,0.702,0.682,0.691,0.683
0.702,0.682,0.691,0.683,0.652
0.682,0.691,0.683,0.652,0.66
0.691,0.683,0.652,0.66,0.655
0.683,0.652,0.66,0.655,0.694
0.652,0.66,0.655,0.694,0.687
0.66,0.655,0.694,0.687,0.719
0.655,0.694,0.687,0.719,0.776
0.694,0.687,0.719,0.776,0.766
0.687,0.719,0.776,0.766,0.759
0.719,0.776,0.766,0.759,0.781
0.776,0.766,0.759,0.781,0.848
0.766,0.759,0.781,0.848,0.876
0.759,0.781,0.848,0.876,0.852
0.781,0.848,0.876,0.852,0.853
0.848,0.876,0.852,0.853,0.908
0.876,0.852,0.853,0.908,0.896
0.852,0.853,0.908,0.896,0.917
0.853,0.908,0.896,0.917,0.982
0.908,0.896,0.917,0.982,1.016
0.896,0.917,0.982,1.016,1.035
0.917,0.982,1.016,1.035,1.163
0.982,1.016,1.035,1.163,1.185
1.016,1.035,1.163,1.185,1.129
1.035,1.163,1.185,1.129,1.171
1.163,1.185,1.129,1.171,1.225
1.185,1.129,1.171,1.225,1.242
1.129,1.171,1.225,1.242,1.307
1.171,1.225,1.242,1.307,1.39
1.225,1.242,1.307,1.39,1.411
1.242,1.307,1.39,1.411,1.44
1.307,1.39,1.411,1.44,1.479
1.39,1.411,1.44,1.479,1.454
1.411,1.44,1.479,1.454,1.464
1.44,1.479,1.454,1.464,1.234
1.479,1.454,1.464,1.234,1.52
1.454,1.464,1.234,1.52,1.421
1.464,1.234,1.52,1.421,1.459
1.234,1.52,1.421,1.459,1.463
1.52,1.421,1.459,1.463,1.467
1.421,1.459,1.463,1.467,1.435
1.459,1.463,1.467,1.435,1.478
1.463,1.467,1.435,1.478,1.158
1.467,1.435,1.478,1.158,0.747
1.435,1.478,1.158,0.747,0.816
1.478,1.158,0.747,0.816,0.743
1.158,0.747,0.816,0.743,0.656
0.747,0.816,0.743,0.656,0.656
0.816,0.743,0.656,0.656,0.739
0.743,0.656,0.656,0.739,0.77
0.656,0.656,0.739,0.77,0.767
0.656,0.739,0.77,0.767,0.793
0.739,0.77,0.767,0.793,0.835
0.77,0.767,0.793,0.835,0.832
0.767,0.793,0.835,0.832,0.989
0.793,0.835,0.832,0.989,1.014
0.835,0.832,0.989,1.014,1.093
0.832,0.989,1.014,1.093,0.982
0.989,1.014,1.093,0.982,0.928
1.014,1.093,0.982,0.928,0.937
1.093,0.982,0.928,0.937,0.859
0.982,0.928,0.937,0.859,0.874
0.928,0.937,0.859,0.874,0.917
0.937,0.859,0.874,0.917,0.936
0.859,0.874,0.917,0.936,0.987
0.874,0.917,0.936,0.987,0.986
0.917,0.936,0.987,0.986,0.958
0.936,0.987,0.986,0.958,0.941
0.987,0.986,0.958,0.941,1.032
0.986,0.958,0.941,1.032,1.106
0.958,0.941,1.032,1.106,0.943
0.941,1.032,1.106,0.943,1.07
1.032,1.106,0.943,1.07,1.19
0.931,0.976,1.004,1.05,1.044
0.976,1.004,1.05,1.044,1.048
1.004,1.05,1.044,1.048,1.091
1.05,1.044,1.048,1.091,1.188
1.044,1.048,1.091,1.188,1.033
1.048,1.091,1.188,1.033,1.242
1.091,1.188,1.033,1.242,1.21
1.188,1.033,1.242,1.21,1.318
1.033,1.242,1.21,1.318,1.367
1.242,1.21,1.318,1.367,1.357
1.21,1.318,1.367,1.357,1.348
1.318,1.367,1.357,1.348,1.406
1.367,1.357,1.348,1.406,1.445
1.357,1.348,1.406,1.445,1.455
1.348,1.406,1.445,1.455,1.257
1.406,1.445,1.455,1.257,1.249
1.445,1.455,1.257,1.249,1.377
1.455,1.257,1.249,1.377,0.739
1.257,1.249,1.377,0.739,0.623
1.249,1.377,0.739,0.623,0.685
1.377,0.739,0.623,0.685,0.597
0.739,0.623,0.685,0.597,0.644
0.623,0.685,0.597,0.644,0.626
0.685,0.597,0.644,0.626,0.688
0.597,0.644,0.626,0.688,0.699
0.644,0.626,0.688,0.699,0.695
0.626,0.688,0.699,0.695,0.698
0.688,0.699,0.695,0.698,0.701
0.699,0.695,0.698,0.701,0.682
0.695,0.698,0.701,0.682,0.69
0.698,0.701,0.682,0.69,0.683
0.701,0.682,0.69,0.683,0.652
0.682,0.69,0.683,0.652,0.643
0.69,0.683,0.652,0.643,0.656
0.683,0.652,0.643,0.656,0.719
0.652,0.643,0.656,0.719,0.705
0.643,0.656,0.719,0.705,0.765
0.656,0.719,0.705,0.765,0.799
0.719,0.705,0.765,0.799,0.76
0.705,0.765,0.799,0.76,0.766
0.765,0.799,0.76,0.766,0.81
0.799,0.76,0.766,0.81,0.853
0.76,0.766,0.81,0.853,0.88
0.766,0.81,0.853,0.88,0.853
0.81,0.853,0.88,0.853,0.853
0.853,0.88,0.853,0.853,0.9
0.88,0.853,0.853,0.9,0.901
0.853,0.853,0.9,0.901,0.92
0.853,0.9,0.901,0.92,0.987
0.9,0.901,0.92,0.987,1.015
0.901,0.92,0.987,1.015,1.035
0.92,0.987,1.015,1.035,1.153
0.987,1.015,1.035,1.153,1.162
1.015,1.035,1.153,1.162,1.207
1.035,1.153,1.162,1.207,1.139
1.153,1.162,1.207,1.139,1.132
1.162,1.207,1.139,1.132,1.195
1.207,1.139,1.132,1.195,1.256
1.139,1.132,1.195,1.256,1.277
1.132,1.195,1.256,1.277,1.392
1.195,1.256,1.277,1.392,1.42
1.256,1.277,1.392,1.42,1.453
1.277,1.392,1.42,1.453,1.499
1.392,1.42,1.453,1.499,1.453
1.42,1.453,1.499,1.453,1.474
1.453,1.499,1.453,1.474,1.372
1.499,1.453,1.474,1.372,1.529
1.453,1.474,1.372,1.529,1.421
1.474,1.372,1.529,1.421,1.236
1.372,1.529,1.421,1.236,1.575
1.529,1.421,1.236,1.575,1.471
1.421,1.236,1.575,1.471,1.806
1.236,1.575,1.471,1.806,1.276
1.575,1.471,1.806,1.276,0.849
1.471,1.806,1.276,0.849,0.875
1.806,1.276,0.849,0.875,0.741
1.276,0.849,0.875,0.741,0.659
0.849,0.875,0.741,0.659,0.659
0.875,0.741,0.659,0.659,0.684
0.741,0.659,0.659,0.684,0.747
0.659,0.659,0.684,0.747,0.777
0.659,0.684,0.747,0.777,0.76
0.684,0.747,0.777,0.76,0.794
0.747,0.777,0.76,0.794,0.871
0.777,0.76,0.794,0.871,0.836
0.76,0.794,0.871,0.836,0.85
0.794,0.871,0.836,0.85,0.969
0.871,0.836,0.85,0.969,1.042
0.836,0.85,0.969,1.042,1.093
0.85,0.969,1.042,1.093,0.982
0.969,1.042,1.093,0.982,0.901
1.042,1.093,0.982,0.901,0.919
1.093,0.982,0.901,0.919,0.941
0.982,0.901,0.919,0.941,0.933
0.901,0.919,0.941,0.933,0.872
0.919,0.941,0.933,0.872,0.875
0.941,0.933,0.872,0.875,0.913
0.933,0.872,0.875,0.913,0.966
0.872,0.875,0.913,0.966,0.982
0.875,0.913,0.966,0.982,0.989
0.913,0.966,0.982,0.989,0.954
0.966,0.982,0.989,0.954,0.976
0.982,0.989,0.954,0.976,1.089
0.989,0.954,0.976,1.089,1.079
0.954,0.976,1.089,1.079,1.109
0.976,1.089,1.079,1.109,0.953
1.089,1.079,1.109,0.953,1.171
0.936,0.953,0.984,1.062,1.054
0.953,0.984,1.062,1.054,1.081
0.984,1.062,1.054,1.081,1.189
1.062,1.054,1.081,1.189,1.234
1.054,1.081,1.189,1.234,1.323
1.081,1.189,1.234,1.323,1.337
1.189,1.234,1.323,1.337,1.374
1.234,1.323,1.337,1.374,1.333
1.323,1.337,1.374,1.333,1.214
1.337,1.374,1.333,1.214,1.311
1.374,1.333,1.214,1.311,1.226
1.333,1.214,1.311,1.226,1.243
1.214,1.311,1.226,1.243,0.703
1.311,1.226,1.243,0.703,0.748
1.226,1.243,0.703,0.748,0.662
1.243,0.703,0.748,0.662,0.686
0.703,0.748,0.662,0.686,0.693
0.748,0.662,0.686,0.693,0.698
0.662,0.686,0.693,0.698,0.705
0.686,0.693,0.698,0.705,0.723
0.693,0.698,0.705,0.723,0.696
0.698,0.705,0.723,0.696,0.676
0.705,0.723,0.696,0.676,0.652
0.723,0.696,0.676,0.652,0.644
0.696,0.676,0.652,0.644,0.666
0.676,0.652,0.644,0.666,0.77
0.652,0.644,0.666,0.77,0.753
0.644,0.666,0.77,0.753,0.77
0.666,0.77,0.753,0.77,0.798
0.77,0.753,0.77,0.798,0.87
0.753,0.77,0.798,0.87,0.867
0.77,0.798,0.87,0.867,0.869
0.798,0.87,0.867,0.869,0.907
0.87,0.867,0.869,0.907,0.951
0.867,0.869,0.907,0.951,1.055
0.869,0.907,0.951,1.055,1.166
0.907,0.951,1.055,1.166,1.242
0.951,1.055,1.166,1.242,1.269
1.055,1.166,1.242,1.269,1.289
1.166,1.242,1.269,1.289,1.283
1.242,1.269,1.289,1.283,1.303
1.269,1.289,1.283,1.303,1.431
1.289,1.283,1.303,1.431,1.434
1.283,1.303,1.431,1.434,1.39
1.303,1.431,1.434,1.39,1.503
1.431,1.434,1.39,1.503,1.531
1.434,1.39,1.503,1.531,1.478
1.39,1.503,1.531,1.478,1.087
1.503,1.531,1.478,1.087,1.339
1.531,1.478,1.087,1.339,0.984
1.478,1.087,1.339,0.984,0.747
1.087,1.339,0.984,0.747,0.744
1.339,0.984,0.747,0.744,0.807
0.984,0.747,0.744,0.807,0.762
0.747,0.744,0.807,0.762,0.785
0.744,0.807,0.762,0.785,0.828
0.807,0.762,0.785,0.828,0.84
0.762,0.785,0.828,0.84,0.835
0.785,0.828,0.84,0.835,0.949
0.828,0.84,0.835,0.949,0.996
0.84,0.835,0.949,0.996,0.922
0.835,0.949,0.996,0.922,0.847
0.949,0.996,0.922,0.847,0.866
0.996,0.922,0.847,0.866,0.915
0.922,0.847,0.866,0.915,0.952
0.847,0.866,0.915,0.952,0.978
0.866,0.915,0.952,0.978,0.992
0.915,0.952,0.978,0.992,1.04
0.952,0.978,0.992,1.04,1.151
0.927,0.946,0.979,1.057,1.038
0.946,0.979,1.057,1.038,1.16
0.979,1.057,1.038,1.16,1.198
1.057,1.038,1.16,1.198,1.165
1.038,1.16,1.198,1.165,1.328
1.16,1.198,1.165,1.328,1.381
1.198,1.165,1.328,1.381,1.314
1.165,1.328,1.381,1.314,1.423
1.328,1.381,1.314,1.423,1.347
1.381,1.314,1.423,1.347,0.809
1.314,1.423,1.347,0.809,0.855
1.423,1.347,0.809,0.855,0.561
1.347,0.809,0.855,0.561,0.662
0.809,0.855,0.561,0.662,0.669
0.855,0.561,0.662,0.669,0.692
0.561,0.662,0.669,0.692,0.7
0.662,0.669,0.692,0.7,0.697
0.669,0.692,0.7,0.697,0.7
0.692,0.7,0.697,0.7,0.677
0.7,0.697,0.7,0.677,0.678
0.697,0.7,0.677,0.678,0.67
0.7,0.677,0.678,0.67,0.651
0.677,0.678,0.67,0.651,0.659
0.678,0.67,0.651,0.659,0.632
0.67,0.651,0.659,0.632,0.766
0.651,0.659,0.632,0.766,0.778
0.659,0.632,0.766,0.778,0.768
0.632,0.766,0.778,0.768,0.994
0.957,0.982,1.024,1.035,0.925
0.982,1.024,1.035,0.925,1.089
1.024,1.035,0.925,1.089,1.047
1.035,0.925,1.089,1.047,1.114
0.925,1.089,1.047,1.114,1.136
1.089,1.047,1.114,1.136,1.201
1.047,1.114,1.136,1.201,1.214
1.114,1.136,1.201,1.214,1.232
1.136,1.201,1.214,1.232,1.232
1.201,1.214,1.232,1.232,1.298
1.214,1.232,1.232,1.298,1.35
1.232,1.232,1.298,1.35,1.398
1.232,1.298,1.35,1.398,1.383
1.298,1.35,1.398,1.383,1.393
1.35,1.398,1.383,1.393,1.441
1.398,1.383,1.393,1.441,1.427
1.383,1.393,1.441,1.427,1.337
1.393,1.441,1.427,1.337,1.302
1.441,1.427,1.337,1.302,1.238
1.427,1.337,1.302,1.238,0.905
1.337,1.302,1.238,0.905,0.773
1.302,1.238,0.905,0.773,0.753
1.238,0.905,0.773,0.753,0.771
0.905,0.773,0.753,0.771,0.597
0.773,0.753,0.771,0.597,0.571
0.753,0.771,0.597,0.571,0.627
0.771,0.597,0.571,0.627,0.676
0.597,0.571,0.627,0.676,0.689
0.571,0.627,0.676,0.689,0.692
0.627,0.676,0.689,0.692,0.682
0.676,0.689,0.692,0.682,0.712
0.689,0.692,0.682,0.712,0.688
0.692,0.682,0.712,0.688,0.672
0.682,0.712,0.688,0.672,0.662
0.712,0.688,0.672,0.662,0.655
0.688,0.672,0.662,0.655,0.644
0.672,0.662,0.655,0.644,0.638
0.662,0.655,0.644,0.638,0.688
0.655,0.644,0.638,0.688,0.776
0.644,0.638,0.688,0.776,0.774
0.638,0.688,0.776,0.774,0.756
0.688,0.776,0.774,0.756,0.759
0.776,0.774,0.756,0.759,0.768
0.774,0.756,0.759,0.768,0.775
0.756,0.759,0.768,0.775,0.845
0.759,0.768,0.775,0.845,0.844
0.768,0.775,0.845,0.844,0.913
0.775,0.845,0.844,0.913,0.853
0.845,0.844,0.913,0.853,0.879
0.844,0.913,0.853,0.879,0.896
0.913,0.853,0.879,0.896,1.035
0.853,0.879,0.896,1.035,1.037
0.879,0.896,1.035,1.037,1.056
0.896,1.035,1.037,1.056,1.034
1.035,1.037,1.056,1.034,1.076
1.037,1.056,1.034,1.076,1.157
1.056,1.034,1.076,1.157,1.164
1.034,1.076,1.157,1.164,1.207
1.076,1.157,1.164,1.207,1.172
1.157,1.164,1.207,1.172,1.164
1.164,1.207,1.172,1.164,1.233
1.207,1.172,1.164,1.233,1.251
1.172,1.164,1.233,1.251,1.229
1.164,1.233,1.251,1.229,1.288
1.233,1.251,1.229,1.288,1.573
1.251,1.229,1.288,1.573,1.402
1.229,1.288,1.573,1.402,1.436
1.288,1.573,1.402,1.436,1.451
1.573,1.402,1.436,1.451,1.437
1.402,1.436,1.451,1.437,1.474
1.436,1.451,1.437,1.474,1.482
1.451,1.437,1.474,1.482,1.505
1.437,1.474,1.482,1.505,1.432
1.474,1.482,1.505,1.432,1.509
1.482,1.505,1.432,1.509,1.152
1.505,1.432,1.509,1.152,1.128
1.432,1.509,1.152,1.128,1.001
1.509,1.152,1.128,1.001,1.018
1.152,1.128,1.001,1.018,1.068
1.128,1.001,1.018,1.068,1.198
1.001,1.018,1.068,1.198,0.748
1.018,1.068,1.198,0.748,0.924
1.068,1.198,0.748,0.924,0.603
1.198,0.748,0.924,0.603,0.639
0.748,0.924,0.603,0.639,0.661
0.924,0.603,0.639,0.661,0.718
0.603,0.639,0.661,0.718,0.621
0.639,0.661,0.718,0.621,0.576
0.661,0.718,0.621,0.576,0.754
0.718,0.621,0.576,0.754,0.742
0.621,0.576,0.754,0.742,0.753
0.576,0.754,0.742,0.753,0.778
0.754,0.742,0.753,0.778,0.838
0.742,0.753,0.778,0.838,0.847
0.753,0.778,0.838,0.847,0.838
0.778,0.838,0.847,0.838,0.925
0.838,0.847,0.838,0.925,1.005
